,material_id,elasticity.K_VRH
3886,mp-861882,172
3887,mp-861909,161
3888,mp-861936,122
3889,mp-8622,28
3890,mp-862258,107
3891,mp-862260,78
3892,mp-862369,157
3893,mp-862486,125
3894,mp-862563,108
3895,mp-862631,31
3896,mp-862706,205
3897,mp-862712,143
3898,mp-863690,181
3899,mp-864601,67
3900,mp-864623,125
3901,mp-864640,237
3902,mp-864651,225
3903,mp-864895,194
3904,mp-864916,190
3905,mp-864921,178
3906,mp-864950,231
3907,mp-865022,264
3908,mp-865044,166
3909,mp-865094,216
3910,mp-865125,154
3911,mp-865280,212
3912,mp-865308,177
3913,mp-865382,225
3914,mp-865462,265
3915,mp-865465,200
3916,mp-865494,243
3917,mp-865522,88
3918,mp-865591,171
3919,mp-865640,226
3920,mp-865779,188
3921,mp-865878,177
3922,mp-865879,55
3923,mp-866001,235
3924,mp-866031,182
3925,mp-866037,200
3926,mp-866164,62
3927,mp-866218,190
3928,mp-866288,193
3929,mp-867137,195
3930,mp-867167,64
3931,mp-867233,119
3932,mp-867292,222
3933,mp-867317,141
3934,mp-867792,349
3935,mp-867829,179
3936,mp-867878,216
3937,mp-867909,139
3938,mp-8765,39
3939,mp-8874,83
3940,mp-891,218
3941,mp-8962,34
3942,mp-9025,93
3943,mp-9321,58
3944,mp-9325,53
3945,mp-9339,188
3946,mp-9350,100
3947,mp-94,42
3948,mp-9579,25
3949,mp-961649,113
3950,mp-961698,66
3951,mp-971738,182
3952,mp-971752,108
3953,mp-972042,96
3954,mp-972069,118
3955,mp-972326,265
3956,mp-972828,139
3957,mp-972907,79
3958,mp-972966,121
3959,mp-974326,334
3960,mp-974341,242
3961,mp-974415,346
3962,mp-974435,361
3963,mp-974584,195
3964,mp-975028,14
3965,mp-975106,59
3966,mp-975138,175
3967,mp-976322,59
3968,mp-9768,55
3969,mp-976847,171
3970,mp-977107,251
3971,mp-977380,45
3972,mp-977399,79
3973,mp-977425,258
3974,mp-977566,97
3975,mp-978952,225
3976,mp-979751,187
3977,mp-981103,77
3978,mp-981210,102
3979,mp-981539,178
3980,mp-983430,212
3981,mp-983565,77
3982,mp-984,103
3983,mp-988939,74
3984,mp-989404,20
3985,mp-989536,2
3986,mp-989570,29
3987,mp-989578,52
3988,mp-990076,233
3989,mp-991,375
3990,mp-996,281
3991,mp-996975,106
3992,mp-997034,77
3993,mp-997085,126
3994,mp-9988,193
3995,mp-999053,161
3996,mp-999067,136
3997,mp-999355,223
3998,mp-999377,248
3999,mvc-4607,111
4000,mp-10009,39
4001,mp-1001023,83
4002,mp-1002069,21
4003,mp-1007760,59
4004,mp-1007821,189
4005,mp-1008280,259
4006,mp-1008374,320
4007,mp-1008610,172
4008,mp-1008635,249
4009,mp-1009540,256
4010,mp-1009696,245
4011,mp-1009731,403
4012,mp-1009756,40
4013,mp-1009813,59
4014,mp-1009820,121
4015,mp-1009829,105
4016,mp-1009831,355
4017,mp-10125,160
4018,mp-1012551,29
4019,mp-1012640,174
4020,mp-1013528,39
4021,mp-1013540,36
4022,mp-10136,253
4023,mp-1016820,66
4024,mp-1016846,239
4025,mp-1016849,133
4026,mp-1016851,108
4027,mp-1016883,228
4028,mp-1017000,197
4029,mp-1017626,85
4030,mp-1018062,188
4031,mp-1018080,120
4032,mp-10181,149
4033,mp-1018134,12
4034,mp-1019054,342
4035,mp-1019259,14
4036,mp-1020,260
4037,mp-1020019,89
4038,mp-10201,155
4039,mp-10208,189
4040,mp-10212,81
4041,mp-1021431,12
4042,mp-1023129,40
4043,mp-1025150,28
4044,mp-1025191,90
4045,mp-1025261,135
4046,mp-1025286,49
4047,mp-1025353,178
4048,mp-1025497,171
4049,mp-10271,217
4050,mp-1029258,120
4051,mp-1029357,67
4052,mp-1029448,70
4053,mp-1029562,86
4054,mp-1029776,85
4055,mp-1029943,80
4056,mp-1038767,36
4057,mp-1038829,39
4058,mp-1039198,41
4059,mp-10654,52
4060,mp-10739,221
4061,mp-10872,139
4062,mp-10877,93
4063,mp-10890,64
4064,mp-11192,184
4065,mp-11202,59
4066,mp-11261,86
4067,mp-11272,165
4068,mp-11300,73
4069,mp-11506,230
4070,mp-1185,251
4071,mp-1194,137
4072,mp-12073,100
4073,mp-12105,21
4074,mp-12360,50
4075,mp-12411,48
4076,mp-12467,36
4077,mp-12630,59
4078,mp-1266,26
4079,mp-12794,90
4080,mp-12979,260
4081,mp-13076,295
4082,mp-1317,85
4083,mp-132,17
4084,mp-13202,76
4085,mp-1336,159
4086,mp-13570,70
4087,mp-13679,33
4088,mp-13686,194
4089,mp-1380,138
4090,mp-13903,23
4091,mp-14069,93
4092,mp-1415,44
4093,mp-1432,150
4094,mp-1498,109
4095,mp-1563,53
4096,mp-15679,163
4097,mp-1578,217
4098,mp-15805,195
4099,mp-15819,117
4100,mp-15964,114
4101,mp-1628,129
4102,mp-17518,68
4103,mp-17695,72
4104,mp-17875,71
4105,mp-17892,94
4106,mp-1804,207
4107,mp-1868,147
4108,mp-18759,127
4109,mp-18814,99
4110,mp-18835,106
4111,mp-18852,50
4112,mp-18965,86
4113,mp-19,22
4114,mp-19400,188
4115,mp-19424,175
4116,mp-1969,97
4117,mp-19740,101
4118,mp-19876,103
4119,mp-20086,64
4120,mp-20119,164
4121,mp-20174,98
4122,mp-20255,148
4123,mp-20263,85
4124,mp-20554,45
4125,mp-20605,25
4126,mp-20674,109
4127,mp-20683,74
4128,mp-20725,116
4129,mp-20731,37
4130,mp-2074,38
4131,mp-20744,139
4132,mp-20757,114
4133,mp-2082,318
4134,mp-20905,194
4135,mp-20932,218
4136,mp-2097,32
4137,mp-21019,99
4138,mp-21139,19
4139,mp-2133,130
4140,mp-21422,143
4141,mp-2173,38
4142,mp-21863,57
4143,mp-22040,102
4144,mp-22050,72
4145,mp-22167,109
4146,mp-22227,146
4147,mp-22232,23
4148,mp-22258,189
4149,mp-22565,154
4150,mp-2258,142
4151,mp-22756,39
4152,mp-22787,237
4153,mp-2280,65
4154,mp-22878,41
4155,mp-22956,13
4156,mp-23056,43
4157,mp-23085,53
4158,mp-23116,68
4159,mp-23137,115
4160,mp-23138,86
4161,mp-23299,26
4162,mp-23330,25
4163,mp-23475,10
4164,mp-23526,17
4165,mp-23684,23
4166,mp-24,387
4167,mp-24721,17
4168,mp-252,55
4169,mp-2552,90
4170,mp-2593,177
4171,mp-2614,107
4172,mp-2654,33
4173,mp-2666,85
4174,mp-2696,65
4175,mp-2715,132
4176,mp-27214,20
4177,mp-27263,21
4178,mp-2729,120
4179,mp-2730,36
4180,mp-2746,335
4181,mp-27512,112
4182,mp-27691,10
4183,mp-27731,149
4184,mp-27839,12
4185,mp-27897,29
4186,mp-28017,74
4187,mp-2802,197
4188,mp-28110,9
4189,mp-28460,6
4190,mp-28599,26
4191,mp-28731,238
4192,mp-28978,32
4193,mp-28980,12
4194,mp-29009,21
4195,mp-29057,13
4196,mp-29135,124
4197,mp-2918,114
4198,mp-29379,10
4199,mp-2964,25
4200,mp-29643,38
4201,mp-29736,80
4202,mp-29816,40
4203,mp-3006,7
4204,mp-30091,209
4205,mp-30312,97
4206,mp-30341,78
4207,mp-30408,111
4208,mp-30435,27
4209,mp-30744,334
4210,mp-30774,114
4211,mp-30790,196
4212,mp-30885,79
4213,mp-30892,24
4214,mp-31219,267
4215,mp-31383,112
4216,mp-31451,117
4217,mp-31469,118
4218,mp-31703,22
4219,mp-32686,66
4220,mp-33107,4
4221,mp-3340,203
4222,mp-3348,162
4223,mp-33526,49
4224,mp-33551,159
4225,mp-33683,58
4226,mp-3390,117
4227,mp-34,109
4228,mp-34081,64
4229,mp-34202,15
4230,mp-3433,123
4231,mp-3448,64
4232,mp-34579,40
4233,mp-3477,66
4234,mp-3589,60
4235,mp-4009,40
4236,mp-4030,21
4237,mp-409,26
4238,mp-4109,77
4239,mp-4124,69
4240,mp-4152,44
4241,mp-422,80
4242,mp-4364,194
4243,mp-454,45
4244,mp-4590,162
4245,mp-4828,152
4246,mp-489,109
4247,mp-505110,144
4248,mp-5058,58
4249,mp-510456,22
4250,mp-510536,219
4251,mp-5109,106
4252,mp-5149,192
4253,mp-530074,219
4254,mp-5377,182
4255,mp-540111,12
4256,mp-541937,32
4257,mp-542065,70
4258,mp-549,65
4259,mp-549706,112
4260,mp-5498,60
4261,mp-5532,127
4262,mp-555166,33
4263,mp-555321,59
4264,mp-555483,133
4265,mp-556353,41
4266,mp-556546,47
4267,mp-556605,190
4268,mp-557837,19
4269,mp-557938,75
4270,mp-558579,8
4271,mp-559276,78
4272,mp-5606,59
4273,mp-560620,72
4274,mp-567164,275
4275,mp-567750,190
4276,mp-568,89
4277,mp-568014,158
4278,mp-568069,72
4279,mp-568121,193
4280,mp-568320,65
4281,mp-568402,90
4282,mp-568560,18
4283,mp-568636,198
4284,mp-568865,87
4285,mp-569788,51
4286,mp-570155,273
4287,mp-570196,106
4288,mp-570287,211
4289,mp-570377,39
4290,mp-570557,199
4291,mp-570686,47
4292,mp-571247,136
4293,mp-571262,123
4294,mp-571619,163
4295,mp-571636,10
4296,mp-5724,20
4297,mp-5729,86
4298,mp-578606,69
4299,mp-581833,17
4300,mp-5866,69
4301,mp-622209,113
4302,mp-623,147
4303,mp-623134,117
4304,mp-624492,135
4305,mp-629458,362
4306,mp-6304,144
4307,mp-631320,244
4308,mp-631576,230
4309,mp-6326,113
4310,mp-636599,201
4311,mp-637771,161
4312,mp-6394,66
4313,mp-639662,8
4314,mp-640041,85
4315,mp-643009,38
4316,mp-643101,14
4317,mp-675025,188
4318,mp-677103,22
4319,mp-684709,96
4320,mp-685097,210
4321,mp-6945,16
4322,mp-697,100
4323,mp-6985,107
4324,mp-7066,124
4325,mp-7089,23
4326,mp-7104,117
4327,mp-7149,22
4328,mp-7187,162
4329,mp-7275,51
4330,mp-7439,28
4331,mp-7466,74
4332,mp-747,103
4333,mp-7483,51
4334,mp-7502,75
4335,mp-753197,181
4336,mp-753594,113
4337,mp-753657,188
4338,mp-754246,26
4339,mp-754538,42
4340,mp-754678,166
4341,mp-755253,155
4342,mp-7558,144
4343,mp-7559,156
4344,mp-755974,66
4345,mp-756436,140
4346,mp-757,35
4347,mp-758835,119
4348,mp-7597,22
4349,mp-760400,54
4350,mp-760417,10
4351,mp-760483,105
4352,mp-761293,153
4353,mp-762454,81
4354,mp-7650,95
4355,mp-765195,87
4356,mp-768368,8
4357,mp-768572,51
4358,mp-771,141
4359,mp-773137,16
4360,mp-7739,57
4361,mp-775296,165
4362,mp-775761,32
4363,mp-7770,54
4364,mp-7798,147
4365,mp-7879,47
4366,mp-7904,55
4367,mp-7913,207
4368,mp-7926,23
4369,mp-7947,186
4370,mp-7948,246
4371,mp-8002,113
4372,mp-8161,74
4373,mp-8180,39
4374,mp-819,191
4375,mp-8277,53
4376,mp-844,68
4377,mp-8456,72
4378,mp-8459,58
4379,mp-8468,77
4380,mp-8547,35
4381,mp-861662,120
4382,mp-861875,136
4383,mp-861908,231
4384,mp-861918,64
4385,mp-861940,28
4386,mp-862300,125
4387,mp-862337,75
4388,mp-862340,85
4389,mp-862377,137
4390,mp-862445,272
4391,mp-862604,326
4392,mp-862715,178
4393,mp-8635,90
4394,mp-864639,244
4395,mp-864762,40
4396,mp-864877,188
4397,mp-864902,131
4398,mp-864922,99
4399,mp-864934,78
4400,mp-864937,43
4401,mp-864946,150
4402,mp-864953,231
4403,mp-864966,245
4404,mp-864970,254
4405,mp-865027,190
4406,mp-865048,225
4407,mp-865093,169
4408,mp-865110,24
4409,mp-865138,196
4410,mp-865167,61
4411,mp-865448,211
4412,mp-865515,59
4413,mp-865554,224
4414,mp-865594,101
4415,mp-865625,23
4416,mp-865780,160
4417,mp-865840,226
4418,mp-865925,158
4419,mp-865931,179
4420,mp-866160,98
4421,mp-866291,28
4422,mp-867125,201
4423,mp-867195,187
4424,mp-867281,283
4425,mp-867287,56
4426,mp-867330,168
4427,mp-867769,148
4428,mp-867795,186
4429,mp-867881,142
4430,mp-867902,159
4431,mp-8700,35
4432,mp-8842,66
4433,mp-8860,23
4434,mp-8891,74
4435,mp-917,56
4436,mp-9179,60
4437,mp-9198,115
4438,mp-924129,152
4439,mp-9248,79
4440,mp-944,185
4441,mp-9453,69
4442,mp-948,55
4443,mp-953,119
4444,mp-9548,20
4445,mp-9561,20
4446,mp-9575,57
4447,mp-961659,134
4448,mp-961660,140
4449,mp-961684,49
4450,mp-961711,165
4451,mp-9716,179
4452,mp-971673,23
4453,mp-971826,213
4454,mp-971933,58
4455,mp-972,36
4456,mp-972066,241
4457,mp-972238,179
4458,mp-972241,192
4459,mp-972794,57
4460,mp-972866,125
4461,mp-973088,45
4462,mp-973149,187
4463,mp-973443,130
4464,mp-974416,335
4465,mp-975834,286
4466,mp-976799,136
4467,mp-977140,124
4468,mp-977189,19
4469,mp-977573,132
4470,mp-977578,156
4471,mp-978256,114
4472,mp-978500,227
4473,mp-978987,55
4474,mp-981365,250
4475,mp-981384,257
4476,mp-982048,162
4477,mp-982725,200
4478,mp-9845,27
4479,mp-985585,52
4480,mp-985626,97
4481,mp-989545,19
4482,mp-989548,26
4483,mp-989580,11
4484,mp-9898,53
4485,mp-9939,133
4486,mp-9957,180
4487,mp-997010,88
4488,mp-997030,116
4489,mp-997041,51
4490,mp-998527,122
4491,mp-9989,206
4492,mp-998903,258
4493,mp-999052,21
4494,mp-999117,352
4495,mp-999540,51
4496,mp-999549,353
4497,mvc-10883,267
4498,mvc-11732,170
4499,mvc-3453,9
4500,mp-1002124,163
4501,mp-1004526,180
4502,mp-10057,289
4503,mp-1006887,101
4504,mp-1007690,104
4505,mp-1007770,39
4506,mp-1008523,347
4507,mp-1008525,320
4508,mp-1008632,219
4509,mp-1008728,197
4510,mp-1008835,359
4511,mp-1009077,177
4512,mp-10092,40
4513,mp-1009471,316
4514,mp-1009735,411
4515,mp-1009835,291
4516,mp-1010,261
4517,mp-1010071,210
4518,mp-1013550,40
4519,mp-1014168,17
4520,mp-1014246,166
4521,mp-1014257,146
4522,mp-1016197,60
4523,mp-1016848,73
4524,mp-1016900,161
4525,mp-1016926,186
4526,mp-10178,59
4527,mp-1018028,141
4528,mp-1018054,231
4529,mp-1018066,182
4530,mp-1018098,37
4531,mp-1018148,107
4532,mp-1018179,129
4533,mp-1018726,146
4534,mp-1018786,31
4535,mp-1019262,224
4536,mp-1019564,42
4537,mp-1019584,127
4538,mp-1019612,18
4539,mp-102,212
4540,mp-1020703,123
4541,mp-1022724,143
4542,mp-1022732,72
4543,mp-1023132,19
4544,mp-1025213,234
4545,mp-1025324,185
4546,mp-1025329,170
4547,mp-10270,214
4548,mp-10293,40
4549,mp-1029349,69
4550,mp-1029396,116
4551,mp-1029424,126
4552,mp-1029442,122
4553,mp-1029490,69
4554,mp-1029580,71
4555,mp-1029592,81
4556,mp-1029921,113
4557,mp-10394,175
4558,mp-10413,33
4559,mp-1046,96
4560,mp-10492,20
4561,mp-10521,71
4562,mp-10666,141
4563,mp-10706,257
4564,mp-1078,40
4565,mp-10848,103
4566,mp-1090,64
4567,mp-10952,68
4568,mp-1111,148
4569,mp-11113,83
4570,mp-1120,288
4571,mp-11263,118
4572,mp-11287,38
4573,mp-11360,106
4574,mp-11401,107
4575,mp-1143,232
4576,mp-11430,63
4577,mp-1153,40
4578,mp-11578,113
4579,mp-11714,214
4580,mp-11719,18
4581,mp-11872,76
4582,mp-11959,66
4583,mp-12077,120
4584,mp-1220,138
4585,mp-1233,81
4586,mp-1252,119
4587,mp-12580,37
4588,mp-12614,25
4589,mp-12635,144
4590,mp-127,8
4591,mp-12952,131
4592,mp-13031,44
4593,mp-13061,140
4594,mp-1307,34
4595,mp-13085,169
4596,mp-1319,68
4597,mp-13208,73
4598,mp-13240,113
4599,mp-1331,56
4600,mp-13365,35
4601,mp-1340,28
4602,mp-13444,36
4603,mp-13447,88
4604,mp-13472,190
4605,mp-13513,70
4606,mp-1359,259
4607,mp-13660,45
4608,mp-13683,113
4609,mp-13725,70
4610,mp-13916,49
4611,mp-1394,23
4612,mp-1399,104
4613,mp-1400,223
4614,mp-1409,192
4615,mp-14338,17
4616,mp-1477,31
4617,mp-1490,127
4618,mp-15120,16
4619,mp-1523,127
4620,mp-15254,48
4621,mp-15608,68
4622,mp-15619,56
4623,mp-15639,3
4624,mp-1604,213
4625,mp-16304,127
4626,mp-16421,91
4627,mp-16528,113
4628,mp-16719,95
4629,mp-1698,47
4630,mp-17045,194
4631,mp-17092,102
4632,mp-1749,57
4633,mp-17659,56
4634,mp-17848,184
4635,mp-17856,110
4636,mp-1825,92
4637,mp-18775,136
4638,mp-18895,68
4639,mp-1894,385
4640,mp-19147,125
4641,mp-19177,179
4642,mp-19219,63
4643,mp-19238,195
4644,mp-19260,69
4645,mp-19284,124
4646,mp-193,109
4647,mp-19384,148
4648,mp-1941,153
4649,mp-1943,13
4650,mp-19787,76
4651,mp-1982,133
4652,mp-19845,171
4653,mp-1986,127
4654,mp-19991,48
4655,mp-2000,64
4656,mp-20033,155
4657,mp-20175,82
4658,mp-20191,202
4659,mp-20257,88
4660,mp-20363,98
4661,mp-20401,135
4662,mp-20432,138
4663,mp-20552,165
4664,mp-20745,40
4665,mp-20812,255
4666,mp-20826,15
4667,mp-21027,67
4668,mp-21043,41
4669,mp-21163,198
4670,mp-21255,154
4671,mp-21405,11
4672,mp-21477,21
4673,mp-21662,180
4674,mp-22003,26
4675,mp-22036,128
4676,mp-22179,89
4677,mp-22287,224
4678,mp-22626,6
4679,mp-22749,220
4680,mp-22909,7
4681,mp-23201,39
4682,mp-2337,156
4683,mp-23486,18
4684,mp-23713,47
4685,mp-23714,37
4686,mp-23729,63
4687,mp-23850,9
4688,mp-241,97
4689,mp-2478,175
4690,mp-2481,58
4691,mp-2488,211
4692,mp-2499,34
4693,mp-2582,143
4694,mp-27145,32
4695,mp-2728,267
4696,mp-27367,7
4697,mp-27438,29
4698,mp-27544,9
4699,mp-27682,42
4700,mp-2773,195
4701,mp-27904,112
4702,mp-2811,327
4703,mp-28270,17
4704,mp-28497,21
4705,mp-29175,59
4706,mp-29243,34
4707,mp-29585,17
4708,mp-29624,15
4709,mp-29896,149
4710,mp-3031,56
4711,mp-3033,69
4712,mp-30336,117
4713,mp-3034,78
4714,mp-30488,28
4715,mp-30594,146
4716,mp-30595,177
4717,mp-30686,111
4718,mp-30727,69
4719,mp-3078,59
4720,mp-30821,119
4721,mp-30852,242
4722,mp-30866,283
4723,mp-31363,17
4724,mp-31457,136
4725,mp-31468,70
4726,mp-31510,67
4727,mp-318,226
4728,mp-3216,132
4729,mp-3274,157
4730,mp-3277,46
4731,mp-32884,26
4732,mp-3323,153
4733,mp-335,42
4734,mp-33708,162
4735,mp-3376,136
4736,mp-3486,28
4737,mp-3504,178
4738,mp-351,164
4739,mp-3623,192
4740,mp-38103,15
4741,mp-38725,19
4742,mp-3927,57
4743,mp-4054,93
4744,mp-4175,64
4745,mp-4200,150
4746,mp-4226,83
4747,mp-4255,66
4748,mp-427,163
4749,mp-4321,98
4750,mp-4385,91
4751,mp-4483,65
4752,mp-4495,23
4753,mp-451,158
4754,mp-4529,29
4755,mp-4613,127
4756,mp-4711,89
4757,mp-481,200
4758,mp-4842,84
4759,mp-4908,129
4760,mp-492,259
4761,mp-496,58
4762,mp-4984,271
4763,mp-4989,129
4764,mp-504723,122
4765,mp-505803,110
4766,mp-505824,29
4767,mp-5193,70
4768,mp-5229,173
4769,mp-5292,104
4770,mp-541047,147
4771,mp-542,81
4772,mp-542435,93
4773,mp-542915,107
4774,mp-545788,59
4775,mp-546200,138
4776,mp-5518,50
4777,mp-551918,128
4778,mp-552588,142
4779,mp-5528,25
4780,mp-553310,29
4781,mp-553939,71
4782,mp-554107,46
4783,mp-554451,52
4784,mp-555280,69
4785,mp-555718,64
4786,mp-5558,25
4787,mp-555970,108
4788,mp-556788,42
4789,mp-557018,48
4790,mp-557142,37
4791,mp-557762,128
4792,mp-5618,104
4793,mp-564,98
4794,mp-567276,201
4795,mp-567337,14
4796,mp-567636,160
4797,mp-567713,12
4798,mp-568349,69
4799,mp-568564,134
4800,mp-568619,213
4801,mp-568809,29
4802,mp-568920,99
4803,mp-569170,33
4804,mp-569265,71
4805,mp-569396,34
4806,mp-569426,35
4807,mp-569535,31
4808,mp-569628,53
4809,mp-569668,49
4810,mp-569815,185
4811,mp-570256,14
4812,mp-570354,28
4813,mp-570483,184
4814,mp-570832,161
4815,mp-570904,164
4816,mp-570985,213
4817,mp-571263,47
4818,mp-571350,73
4819,mp-571419,183
4820,mp-571440,14
4821,mp-571461,15
4822,mp-571555,9
4823,mp-573658,13
4824,mp-5787,88
4825,mp-580931,62
4826,mp-5827,175
4827,mp-583,157
4828,mp-583266,52
4829,mp-5881,116
4830,mp-5938,94
4831,mp-594,136
4832,mp-620054,4
4833,mp-6204,19
4834,mp-627380,14
4835,mp-635966,89
4836,mp-637614,53
4837,mp-638729,9
4838,mp-646824,50
4839,mp-647164,59
4840,mp-6494,54
4841,mp-662,119
4842,mp-6654,31
4843,mp-6686,104
4844,mp-669918,189
4845,mp-672265,148
4846,mp-673247,136
4847,mp-680580,53
4848,mp-690490,225
4849,mp-690544,173
4850,mp-6947,272
4851,mp-7262,51
4852,mp-7400,36
4853,mp-754157,184
4854,mp-754185,70
4855,mp-754401,95
4856,mp-754779,53
4857,mp-754912,105
4858,mp-754954,23
4859,mp-755089,152
4860,mp-755480,34
4861,mp-756094,90
4862,mp-7595,10
4863,mp-76,12
4864,mp-760,118
4865,mp-760410,20
4866,mp-7608,91
4867,mp-764163,93
4868,mp-764648,142
4869,mp-7707,171
4870,mp-771986,91
4871,mp-773525,87
4872,mp-776331,222
4873,mp-7885,76
4874,mp-79,67
4875,mp-793,41
4876,mp-7931,45
4877,mp-8017,52
4878,mp-8093,14
4879,mp-8101,310
4880,mp-818,195
4881,mp-8278,51
4882,mp-8348,8
4883,mp-8426,16
4884,mp-850,144
4885,mp-861645,26
4886,mp-861733,96
4887,mp-861912,229
4888,mp-862316,165
4889,mp-862318,102
4890,mp-862431,124
4891,mp-862543,108
4892,mp-862546,111
4893,mp-862673,72
4894,mp-862721,58
4895,mp-864618,34
4896,mp-864654,156
4897,mp-864943,220
4898,mp-864984,209
4899,mp-865021,223
4900,mp-865152,123
4901,mp-865193,212
4902,mp-865433,74
4903,mp-865472,257
4904,mp-865486,228
4905,mp-865497,291
4906,mp-865512,52
4907,mp-865537,173
4908,mp-865538,192
4909,mp-865586,239
4910,mp-865587,89
4911,mp-865652,207
4912,mp-865671,61
4913,mp-865768,206
4914,mp-865791,241
4915,mp-865900,110
4916,mp-865904,344
4917,mp-865965,36
4918,mp-865987,56
4919,mp-865990,88
4920,mp-866139,191
4921,mp-866818,43
4922,mp-867117,113
4923,mp-867172,32
4924,mp-867271,192
4925,mp-867273,189
4926,mp-867326,180
4927,mp-867786,226
4928,mp-867901,193
4929,mp-867916,191
4930,mp-867922,163
4931,mp-8682,152
4932,mp-869,133
4933,mp-8703,20
4934,mp-8861,40
4935,mp-8896,148
4936,mp-8982,60
4937,mp-9,39
4938,mp-9173,94
4939,mp-9272,29
4940,mp-929,164
4941,mp-938,31
4942,mp-941221,16
4943,mp-9565,39
4944,mp-9571,57
4945,mp-9588,41
4946,mp-961656,101
4947,mp-961661,132
4948,mp-961675,84
4949,mp-961712,71
4950,mp-962078,45
4951,mp-971694,99
4952,mp-971836,207
4953,mp-9731,10
4954,mp-974457,227
4955,mp-974616,223
4956,mp-974973,111
4957,mp-975364,113
4958,mp-975405,51
4959,mp-975427,72
4960,mp-976133,100
4961,mp-976150,49
4962,mp-976408,17
4963,mp-976768,15
4964,mp-977367,140
4965,mp-977534,246
4966,mp-978489,309
4967,mp-978509,154
4968,mp-978568,184
4969,mp-981252,23
4970,mp-982666,132
4971,mp-9827,11
4972,mp-982974,59
4973,mp-983539,145
4974,mp-9844,92
4975,mp-987,114
4976,mp-9884,18
4977,mp-989405,16
4978,mp-989504,43
4979,mp-989563,17
4980,mp-989605,57
4981,mp-9960,75
4982,mp-997084,23
4983,mp-9971,82
4984,mp-997617,315
4985,mp-998201,32
4986,mp-998234,44
4987,mp-998947,246
4988,mp-998981,106
4989,mp-999027,110
4990,mp-999060,140
4991,mp-999188,208
4992,mp-999207,40
4993,mp-999263,284
4994,mp-999308,382
4995,mp-999502,275
4996,mvc-11693,230
4997,mvc-13997,188
4998,mvc-3978,110
4999,mvc-5816,143
5000,mp-1001790,34
5001,mp-10030,338
5002,mp-1003485,101
5003,mp-10054,116
5004,mp-1008500,67
5005,mp-10086,106
5006,mp-1008872,86
5007,mp-1008987,265
5008,mp-1009014,110
5009,mp-10102,32
5010,mp-1013527,72
5011,mp-1013584,20
5012,mp-1013704,69
5013,mp-1013719,19
5014,mp-1014244,177
5015,mp-1014252,150
5016,mp-10165,16
5017,mp-1016819,159
5018,mp-1016825,161
5019,mp-1016841,192
5020,mp-1016853,159
5021,mp-1016930,195
5022,mp-1017441,101
5023,mp-1017556,196
5024,mp-1018033,137
5025,mp-1018629,151
5026,mp-1018720,152
5027,mp-1020011,87
5028,mp-1025167,131
5029,mp-1025180,47
5030,mp-1025207,41
5031,mp-1025232,73
5032,mp-1025237,71
5033,mp-1025278,58
5034,mp-1025315,29
5035,mp-1025457,130
5036,mp-10255,274
5037,mp-1025551,156
5038,mp-1029498,85
5039,mp-1029502,31
5040,mp-1029652,143
5041,mp-1029756,30
5042,mp-1029932,80
5043,mp-1030,210
5044,mp-10322,104
5045,mp-1047,72
5046,mp-10470,221
5047,mp-10614,43
5048,mp-1063005,14
5049,mp-10638,95
5050,mp-1067,50
5051,mp-10711,174
5052,mp-1087,47
5053,mp-11019,151
5054,mp-11209,83
5055,mp-1121,176
5056,mp-11231,76
5057,mp-11293,115
5058,mp-11335,82
5059,mp-11350,85
5060,mp-11388,217
5061,mp-11393,167
5062,mp-11397,123
5063,mp-11507,223
5064,mp-11879,56
5065,mp-12065,120
5066,mp-12107,237
5067,mp-1211,67
5068,mp-12120,276
5069,mp-1219,35
5070,mp-122,9
5071,mp-12385,134
5072,mp-12444,75
5073,mp-12546,140
5074,mp-12550,196
5075,mp-12561,134
5076,mp-12622,64
5077,mp-12659,233
5078,mp-12696,70
5079,mp-12723,47
5080,mp-12783,48
5081,mp-13100,246
5082,mp-13126,200
5083,mp-13172,92
5084,mp-13322,174
5085,mp-13363,205
5086,mp-13396,83
5087,mp-13452,166
5088,mp-13610,21
5089,mp-13910,51
5090,mp-13915,108
5091,mp-13964,95
5092,mp-13982,67
5093,mp-142,50
5094,mp-1424,123
5095,mp-1441,18
5096,mp-1458,223
5097,mp-1471,101
5098,mp-149,83
5099,mp-1515,125
5100,mp-1545,204
5101,mp-15684,21
5102,mp-1573,80
5103,mp-15963,221
5104,mp-15985,133
5105,mp-15987,148
5106,mp-16349,133
5107,mp-1639,408
5108,mp-1672,57
5109,mp-16723,58
5110,mp-168,83
5111,mp-1692,143
5112,mp-1696,110
5113,mp-1700,195
5114,mp-1795,95
5115,mp-1799,243
5116,mp-18167,29
5117,mp-18337,214
5118,mp-1876,80
5119,mp-1882,91
5120,mp-18849,76
5121,mp-18854,91
5122,mp-19027,35
5123,mp-19048,56
5124,mp-19060,67
5125,mp-19066,226
5126,mp-19097,174
5127,mp-19183,88
5128,mp-19448,157
5129,mp-1960,78
5130,mp-1990,50
5131,mp-20034,49
5132,mp-20050,51
5133,mp-2028,159
5134,mp-20296,89
5135,mp-20305,49
5136,mp-20311,19
5137,mp-20318,320
5138,mp-20320,20
5139,mp-20452,32
5140,mp-20621,58
5141,mp-20664,86
5142,mp-20708,72
5143,mp-2078,130
5144,mp-20817,121
5145,mp-20866,78
5146,mp-20887,98
5147,mp-2090,189
5148,mp-20901,77
