material_id,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData mean AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NValence,MagpieData avg_dev NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData mode NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData avg_dev GSbandgap,avg ionic char,elasticity.K_VRH predicted
mp-22879,5.5,83.0,24.0,86.0,55.0,31.0,24.0,226.49020000000002,544.4,913.0,368.6,728.7,184.3,544.4,3.0,167.5,19.5,1.28,1.65,1.28,1.5,5.0,18.5,1.5,0.0,3.0,5.5,3.0,32.95,25.515,7.435000000000002,18.08,0.0,0.03198564312132021,55.86441904761901
mp-4198,17.625,8.0,65.0,87.0,78.25,9.9375,87.0,52.32199525,54.8,1234.93,1180.13,530.16125,528.5765625,54.8,11.0,100.75,34.75,1.93,2.7175000000000002,3.44,2.375,3.75,7.75,1.03125,0.0,1.0,1.75,2.0,22.5702380952,13.4975297619,4.392529761899999,9.105,0.35546875,0.10246254679237154,101.58556230158734
mp-8927,22.0,7.0,48.0,82.0,69.0,13.0,82.0,68.12682,63.05,3290.0,3226.95,1193.4675000000002,1130.4175,63.05,5.0,111.0,40.0,1.5,2.37,3.04,1.5,3.25,10.0,1.5,1.75,1.0,3.5,3.0,18.12,14.681875000000002,1.8059374999999998,14.76875,3.2185,0.09303545076628136,180.74482467532465
mp-978953,17.125,81.0,8.0,76.0,43.5,32.5,76.0,180.84665,577.0,1323.0,746.0,881.75,304.75,577.0,2.0,175.0,30.0,0.95,1.3225,1.62,0.5,5.25,14.75,2.5,2.25,0.0,4.75,5.0,54.23,38.140625,11.230625,26.91,0.0,0.02179090399572415,41.40321904761904
mp-22867,1.0,35.0,4.0,95.0,49.5,45.5,4.0,82.6859,265.8,312.46,46.65999999999997,289.13,23.329999999999984,265.8,1.0,170.0,50.0,0.82,1.89,0.82,2.5,5.0,9.0,0.5,0.0,1.0,1.0,1.0,90.7225,60.10125,30.621249999999996,29.48,0.7285,0.17043606455665733,20.929276190476187
mp-865000,20.375,77.0,11.0,60.0,44.0,16.5,60.0,151.96997800000003,1814.0,2739.0,925.0,2449.5,317.75,2739.0,3.0,156.75,15.75,1.3,1.7650000000000001,2.2,0.0,4.25,16.75,0.0,5.75,3.0,5.75,3.0,22.235,18.21375,4.003749999999999,14.21,0.0,0.04318508896729901,191.73957619047604
mp-30208,9.5,15.0,12.0,83.0,60.5,24.25,83.0,53.599843500000006,317.3,1799.0,1481.7,947.8425,630.5425,317.3,3.0,134.0,28.0,1.22,1.875,2.19,1.5,2.75,6.0,1.5,2.25,1.0,4.0,3.0,32.365,22.1438690476,5.536934523800001,22.5702380952,0.8125,0.021223814985434346,94.24825000000007
mp-30528,19.839999999999996,17.0,52.0,94.0,82.0,14.4,94.0,73.13606899999999,171.6,1519.0,1347.4,522.1600000000001,420.672,171.6,7.0,118.0,19.2,1.55,2.5300000000000002,3.16,3.2,3.0,11.0,1.36,1.0,1.0,2.6,1.0,26.91,22.178017241379997,4.676172413792001,24.4975,1.19664,0.11095298196416756,29.786583333333308
mp-962067,18.666666666666668,11.0,2.0,80.0,30.333333333333332,33.111111111111114,2.0,93.00892309333334,370.87,1000.0,629.13,625.3166666666666,249.78888888888886,370.87,1.0,173.33333333333334,27.777777777777782,0.89,1.26,0.89,0.6666666666666666,3.3333333333333335,5.666666666666667,1.777777777777778,0.0,0.0,1.6666666666666667,0.0,63.59,42.039444444433336,14.367037037044447,29.2433333333,0.0,0.053585885675767025,21.04578571428571
mp-863671,12.25,61.0,21.0,64.0,40.5,19.5,21.0,113.654,1357.77,2607.0,1249.23,1677.6925,464.65375000000006,1373.0,3.0,169.0,30.0,1.155,1.6025,1.155,0.0,4.25,8.25,0.0,0.75,1.0,5.75,9.0,33.8425,23.06625,10.77625,33.8425,0.0,0.049724211345036406,80.09741428571431
mp-862886,19.625,78.0,7.0,63.0,38.5,24.5,63.0,143.8115,1115.0,2041.4,926.4000000000001,1642.7,398.70000000000005,2041.4,2.0,161.75,25.75,1.0,1.67875,2.28,0.0,4.5,14.25,0.0,0.5,0.0,3.25,2.0,37.77,25.413125,10.393125000000001,15.02,0.0,0.07746471672530958,96.33796190476183
mp-865602,13.25,39.0,12.0,73.0,41.25,29.25,12.0,57.27455965,923.0,1799.0,876.0,1363.6175,435.3825,1799.0,2.0,160.5,29.5,1.22,1.34,1.22,0.25,0.5,2.75,1.875,4.5,0.0,5.75,9.0,32.365,26.025000000000002,6.340000000000001,32.365,0.0,0.006307307388196237,55.41382380952385
mp-571599,16.16,46.0,9.0,86.0,61.0,20.8,62.0,153.62556,544.4,1828.05,1283.65,1148.98,543.256,544.4,2.0,157.8,22.880000000000006,0.89,1.866,2.02,1.2,8.0,16.0,1.44,0.0,0.0,1.2,0.0,63.59,31.662,13.801600000000002,14.41,0.0,0.05106231165577338,65.2366976190476
mp-672,16.0,16.0,70.0,88.0,79.0,9.0,70.0,72.238,388.36,594.22,205.86,491.29,102.93,388.36,12.0,124.5,19.5,1.69,2.135,1.69,2.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,25.786875,22.6409375,3.1459374999999987,19.495,1.101,0.044912663963033506,46.71691666666669
mp-862631,9.25,56.0,9.0,85.0,42.25,33.25,9.0,148.34514224999998,903.78,1337.33,433.54999999999995,1060.2775,138.52624999999995,1000.0,2.0,176.25,38.75,0.89,1.5925,0.89,0.75,5.0,11.0,1.125,0.0,0.0,1.0,0.0,63.59,43.86,19.73,63.59,0.0,0.10106146696350711,39.04080476190474
mp-994,12.0,15.0,12.0,83.0,47.5,35.5,12.0,59.939806000000004,317.3,1799.0,1481.7,1058.15,740.85,317.3,3.0,148.5,41.5,1.22,1.705,1.22,1.5,0.5,4.0,1.5,4.5,3.0,6.0,3.0,32.365,27.467619047600003,4.897380952400001,22.5702380952,0.8125,0.05240175220065177,107.17879523809522
mp-865107,35.25,82.0,2.0,81.0,58.0,28.0,81.0,115.42369231999999,370.87,923.0,552.13,623.7725,149.61375,600.61,1.0,149.75,8.125,0.93,1.725,2.33,1.0,5.0,14.75,2.0,0.0,0.0,2.25,4.0,29.2433333333,27.088333333325,2.0991666666624997,28.11,0.0,0.07926590052213262,35.43827142857141
mp-37906,3.1111111111111107,3.0,1.0,82.0,50.333333333333336,32.888888888888886,1.0,15.084233333333332,63.05,923.0,859.95,479.91333333333336,295.3911111111111,63.05,1.0,113.33333333333333,28.222222222222225,0.98,1.7766666666666666,0.98,1.0,0.0,2.6666666666666665,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,22.89,18.084027777766664,3.2039814814888885,14.76875,2.8608888888888893,0.13416753908975937,92.65053015873002
mp-685036,2.4,8.0,73.0,87.0,81.4,6.719999999999999,87.0,20.39225544,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,88.0,26.4,1.61,2.708,3.44,2.8,0.0,4.8,1.44,0.0,2.0,3.2,2.0,16.48,12.055000000000001,3.5400000000000005,9.105,0.0,0.1361015558662461,170.4510407882453
mp-31297,19.11111111111111,21.0,11.0,75.0,49.666666666666664,25.777777777777782,11.0,118.28597066666667,429.75,2041.4,1611.65,1428.3833333333332,665.7555555555556,429.75,3.0,149.33333333333334,13.77777777777778,1.36,1.8066666666666666,1.36,0.3333333333333333,6.666666666666667,13.333333333333334,2.2222222222222223,3.3333333333333335,2.0,5.333333333333333,2.0,24.26,20.505,3.6566666666666676,15.02,0.0,0.0327155913503647,117.37046190476188
mp-4779,1.8224852071005917,8.0,1.0,87.0,69.15384615384616,20.970414201183424,87.0,13.00936923076923,54.8,2348.0,2293.2,821.7676923076923,939.2198816568047,54.8,1.0,81.07692307692308,16.236686390532547,0.98,2.630769230769231,3.44,2.4615384615384617,0.0,4.3076923076923075,1.4674556213017753,0.0,1.0,2.769230769230769,2.0,16.5933333333,9.66243589743077,2.1325838264213015,9.105,0.6492781065088757,0.1403659555466863,73.44201904761904
mp-1877,20.25,13.0,33.0,73.0,63.0,15.0,73.0,61.46873395,933.47,1747.0,813.53,1136.8525,305.07374999999996,933.47,3.0,138.75,26.625,1.23,1.5150000000000001,1.61,0.75,0.0,5.5,1.875,0.0,3.0,4.5,5.0,30.7333333333,20.043333333325,5.344999999987499,16.48,0.0,0.0066480310730971034,74.9721047619047
mp-33322,16.25,34.0,1.0,89.0,53.0,36.0,89.0,82.44783,453.69,1747.0,1293.31,797.1725,474.91375,494.0,1.0,140.0,26.0,0.98,1.8275,2.55,2.0,5.0,11.5,1.0,0.0,1.0,2.0,2.0,30.7333333333,24.791666666650002,4.099166666675,25.92,0.3995,0.10261204262982138,42.86743809523804
mp-674334,4.8979591836734695,8.0,7.0,87.0,62.857142857142854,31.918367346938776,87.0,24.605585714285716,54.8,1687.0,1632.2,590.8857142857142,612.6693877551022,54.8,2.0,103.85714285714286,43.26530612244898,1.0,2.5228571428571427,3.44,2.5714285714285716,0.0,4.571428571428571,0.9795918367346939,0.0,0.0,1.7142857142857142,2.0,37.77,18.914285714285715,11.210612244897959,9.105,0.1893061224489796,0.17040551947421362,108.13513809523815
mp-13946,12.88888888888889,9.0,4.0,93.0,67.77777777777777,33.62962962962963,93.0,41.79444657777778,53.5,2128.0,2074.5,341.5466666666667,396.98962962962963,53.5,1.0,106.33333333333333,65.77777777777777,0.82,2.983333333333333,3.98,3.3333333333333335,0.2222222222222222,5.333333333333333,0.4444444444444444,0.8888888888888888,1.0,1.7777777777777777,1.0,90.7225,29.209444444444443,27.339135802469134,9.7075,0.8755555555555554,0.19877215093622572,24.302304761904757
mp-23195,36.0,8.0,86.0,87.0,86.6,0.48000000000000115,87.0,93.1918,54.8,544.4,489.59999999999997,250.63999999999996,235.00799999999998,54.8,15.0,98.8,39.36,2.02,2.872,3.44,3.6,4.0,15.2,0.48,0.0,2.0,2.4,2.0,32.95,18.643,11.445600000000002,9.105,0.0,0.09502824601487392,92.03055952380956
mp-554278,6.222222222222221,8.0,43.0,87.0,72.33333333333333,19.555555555555557,87.0,26.62193333333333,54.8,1941.0,1886.2,683.5333333333333,838.3111111111111,54.8,4.0,97.33333333333333,41.77777777777778,1.54,2.8066666666666666,3.44,2.6666666666666665,0.6666666666666666,5.333333333333333,0.888888888888889,2.6666666666666665,2.0,4.0,2.0,16.69,11.633333333333335,3.371111111111112,9.105,0.0,0.13209899887481763,147.91764418914414
mp-1902,10.5,25.0,52.0,62.0,57.0,5.0,52.0,80.6790225,1519.0,1828.05,309.04999999999995,1673.525,154.52499999999998,1519.0,7.0,139.0,0.0,1.55,1.875,1.55,0.0,7.5,8.5,0.0,2.5,0.0,2.5,0.0,14.41,12.44879310345,1.9612068965500002,10.4875862069,0.0,0.025059501108086524,137.93643809523806
mp-754954,5.777777777777779,47.0,65.0,89.0,73.0,10.666666666666666,65.0,98.23213333333332,494.0,1234.93,740.9300000000001,987.9533333333334,329.30222222222227,1234.93,11.0,136.66666666666666,11.111111111111114,1.93,2.1366666666666667,1.93,1.3333333333333333,10.0,12.666666666666666,0.888888888888889,0.0,1.0,1.3333333333333333,1.0,25.92,19.526666666666667,4.262222222222224,16.33,0.3551111111111111,0.020361516842384887,52.97010339105335
mp-978515,18.75,13.0,12.0,73.0,45.25,27.75,73.0,73.3072318,933.47,1799.0,865.53,1252.7350000000001,319.265,933.47,3.0,157.5,36.5,1.17,1.4024999999999999,1.61,0.5,0.25,4.25,2.5,2.25,5.0,6.75,5.0,33.23,24.63875,8.15875,16.48,0.0,0.0106088648990448,63.7073619047619
mp-31756,21.740000000000002,8.0,9.0,87.0,64.9,26.52,87.0,61.27024,54.8,3459.0,3404.2,759.88,846.0959999999999,54.8,2.0,110.9,53.879999999999995,0.89,2.6149999999999998,3.44,2.4,1.1,6.9,0.9600000000000002,0.9,0.0,2.1,2.0,63.59,20.7195,17.1482,9.105,0.0,0.16031573159397225,134.09300699855697
mp-568139,12.25,79.0,19.0,75.0,56.5,18.75,66.0,163.2482845,429.75,1337.33,907.5799999999999,1099.6025,334.92625,1337.33,3.0,153.75,23.625,1.14,2.0,2.54,0.25,7.5,17.25,1.875,0.0,1.0,4.25,1.0,34.81,23.1175,6.417500000000001,16.7,0.0,0.07131224219416837,77.39373333333332
mp-4763,5.75,15.0,69.0,83.0,78.25,4.75,83.0,38.853256,317.3,1687.0,1369.7,753.5699999999999,466.715,317.3,12.0,111.75,5.125,1.65,1.9825,2.19,2.0,2.5,6.5,1.25,0.0,0.0,2.5,3.0,22.5702380952,19.8851190476,2.9625595238000004,22.5702380952,0.61925,0.0066634552397680305,82.54318571428577
mp-1017626,4.0,9.0,1.0,93.0,57.4,42.720000000000006,93.0,20.80284192,53.5,1115.0,1061.5,345.838,350.8056,53.5,1.0,95.0,45.6,0.98,2.784,3.98,3.0,0.0,4.8,0.4800000000000001,0.0,0.0,0.8,1.0,37.77,16.697166666660003,8.429133333336003,9.7075,0.9456,0.2143243030377306,59.85461190476188
mp-11343,0.0,90.0,16.0,16.0,16.0,0.0,16.0,232.03806,2023.0,2023.0,0.0,2023.0,0.0,2023.0,3.0,206.0,0.0,1.3,1.3,1.3,0.0,2.0,4.0,0.0,8.0,8.0,8.0,8.0,32.37,32.37,0.0,32.37,0.0,0.0,53.899503174603126
mp-777047,23.5,8.0,1.0,87.0,53.0,34.0,87.0,51.9685025,54.8,1818.0,1763.2,595.3225,611.33875,54.8,1.0,112.5,46.5,0.98,2.2775,3.44,2.0,0.0,7.0,1.0,0.0,1.0,1.5,2.0,29.78,16.145833333325,7.040833333325,9.105,0.0,0.1859089597472845,88.43337857142858
mp-952,16.0,78.0,50.0,63.0,58.666666666666664,5.777777777777779,63.0,162.04266666666666,2041.4,2896.0,854.5999999999999,2326.266666666667,379.82222222222225,2041.4,6.0,142.0,8.0,2.16,2.2399999999999998,2.28,0.0,7.666666666666667,18.0,0.0,2.3333333333333335,2.0,3.3333333333333335,2.0,15.69,15.243333333333332,0.29777777777777753,15.02,0.0,0.0007985617264459035,267.3780095238095
mp-12696,13.555555555555555,12.0,12.0,68.0,47.333333333333336,23.555555555555554,12.0,73.21028333333334,923.0,1828.05,905.05,1516.6833333333334,395.78888888888883,923.0,2.0,156.66666666666666,22.222222222222218,1.22,1.5766666666666669,1.22,0.0,3.6666666666666665,5.0,0.0,3.0,0.0,3.0,0.0,32.365,23.221666666666668,6.095555555555556,14.41,0.0,0.04390271163438218,75.32651428571427
mp-8446,4.25,19.0,3.0,83.0,38.25,35.25,3.0,43.1790905,317.3,1357.77,1040.47,587.0325,385.36875000000003,336.53,1.0,161.25,41.75,0.82,1.4325,0.82,0.75,2.5,4.5,1.125,0.0,1.0,1.5,1.0,73.1066666667,44.96339285715,28.143273809549996,73.1066666667,0.609375,0.07973107773462737,20.813680952380953
mp-865743,15.5,31.0,59.0,74.0,66.75,7.25,74.0,108.64212500000001,302.91,2739.0,2436.09,1395.455,1092.545,302.91,9.0,131.75,9.75,1.81,2.025,1.81,0.5,8.75,14.5,2.5,1.25,3.0,4.0,5.0,18.8575,16.39125,2.4662500000000005,18.8575,0.0,0.011479784277671427,193.3729808080808
mp-980192,2.25,76.0,39.0,57.0,52.5,6.75,57.0,185.93599999999998,1092.0,3306.0,2214.0,2752.5,830.25,3306.0,3.0,154.75,16.125,1.26,1.965,2.2,0.0,4.5,20.5,0.0,3.0,0.0,3.0,4.0,34.12,19.097499999999997,7.511249999999998,14.09,0.0,0.03262893896763197,197.85834603174607
mp-12759,18.5,30.0,64.0,69.0,67.0,2.0,69.0,97.81814225,692.68,1357.77,665.09,1020.115,327.435,692.68,11.0,128.0,6.0,1.65,1.9349999999999998,1.65,0.0,10.0,15.0,0.0,0.0,0.0,0.5,0.0,16.7,13.9225,1.4262500000000005,13.96,0.0,0.030477501600781817,109.58882698412707
mp-1024954,13.111111111111112,29.0,33.0,80.0,59.0,17.333333333333332,33.0,115.72877333333332,505.08,1747.0,1241.92,1203.2833333333333,465.4688888888889,505.08,3.0,154.33333333333334,25.111111111111114,1.23,1.6966666666666665,1.23,0.6666666666666666,6.666666666666667,12.666666666666666,1.777777777777778,0.0,1.0,2.6666666666666665,1.0,33.285,25.029444444433334,9.306296296288886,11.07,0.0,0.025754260036517766,71.47354285714283
mp-753708,6.0,8.0,43.0,93.0,74.33333333333333,20.88888888888889,43.0,27.621601066666667,53.5,1941.0,1887.5,683.1,838.6,53.5,4.0,94.33333333333333,43.77777777777777,1.54,2.986666666666667,1.54,3.0,0.6666666666666666,5.666666666666667,0.6666666666666666,2.6666666666666665,1.0,3.6666666666666665,1.0,16.69,11.834166666666667,3.2372222222222224,9.105,0.8755555555555556,0.15989090664005642,98.15962661782666
mp-570014,10.222222222222223,51.0,39.0,85.0,62.333333333333336,15.555555555555555,39.0,163.29933333333335,903.78,2041.4,1137.6200000000001,1345.7266666666667,463.7822222222223,903.78,3.0,154.0,22.0,1.26,1.8633333333333333,1.26,1.0,6.333333333333333,18.333333333333332,1.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,0.0,34.12,26.899999999999995,7.920000000000001,15.02,0.0,0.05656581800209933,85.05399047619049
mp-978950,11.25,62.0,23.0,75.0,47.5,24.5,23.0,120.2295,429.75,1345.0,915.25,953.1075,391.89250000000004,1345.0,3.0,165.0,33.0,1.17,1.4425,1.17,0.25,5.0,10.25,1.875,0.0,0.0,5.25,8.0,33.23,26.169999999999998,7.059999999999998,33.23,0.0,0.018363729995101295,55.578814285714344
mp-1251,11.0,23.0,46.0,59.0,52.5,6.5,46.0,76.9235,2183.0,2237.0,54.0,2210.0,27.0,2183.0,5.0,147.5,5.5,1.63,1.9549999999999998,1.63,0.0,5.5,7.0,0.0,4.5,3.0,5.0,3.0,13.64,13.325,0.3150000000000004,13.01,0.0,0.025059501108086496,233.0648714285716
mp-4177,17.92,14.0,31.0,78.0,59.8,14.559999999999999,56.0,84.1622,1685.0,2607.0,922.0,2054.6,441.91999999999996,1687.0,3.0,141.2,24.160000000000004,1.22,1.884,1.9,0.8,2.8,7.2,1.9200000000000004,1.2,4.0,4.0,4.0,31.24,19.828,5.0544,13.51,0.37104000000000004,0.01905141416525019,152.50876190476194
mp-568630,12.0,44.0,41.0,56.0,51.0,6.666666666666667,56.0,125.70226666666667,1936.0,2607.0,671.0,2383.3333333333335,298.2222222222222,2607.0,3.0,159.66666666666666,18.222222222222218,1.27,1.89,2.2,0.0,5.0,11.0,0.0,5.0,4.0,5.666666666666667,4.0,28.865,18.628333333333334,6.8244444444444445,13.51,0.0,0.04321021515017703,178.48591904761912
mp-1029826,11.801652892561982,3.0,1.0,82.0,35.54545454545455,37.68595041322314,1.0,26.172981818181814,63.05,3306.0,3242.95,570.9399999999999,497.2836363636363,453.69,1.0,108.72727272727273,27.43801652892562,0.98,1.84,0.98,1.0909090909090908,0.5454545454545454,4.363636363636363,1.3884297520661157,0.36363636363636365,1.0,2.0,1.0,16.5933333333,15.702272727254545,0.9720661156859495,16.5933333333,2.9791074380165297,0.1504437880567324,81.44642380952382
mp-999139,30.25,16.0,48.0,88.0,73.75,14.25,88.0,111.41696999999999,234.32,3290.0,3055.68,1075.26,1107.37,388.36,5.0,128.0,23.0,1.5,2.165,2.58,2.0,3.25,14.25,1.0,1.75,0.0,2.75,2.0,25.786875,23.732834051725,2.8064170258624994,25.786875,1.101,0.045485855986193535,62.34456803751804
mp-15724,14.0,11.0,2.0,85.0,23.0,31.0,2.0,51.709459640000006,336.53,903.78,567.25,495.5125,204.13375,370.87,1.0,168.5,17.25,0.82,1.1825,0.93,0.75,2.5,4.5,1.125,0.0,1.0,1.5,1.0,73.1066666667,40.788333333325,16.159166666687497,29.2433333333,0.0,0.053708870563005114,16.628195238095245
mp-864952,13.125,12.0,65.0,68.0,67.25,1.125,68.0,45.1958,923.0,1234.93,311.93000000000006,1000.9825000000001,116.97375000000005,923.0,2.0,142.0,1.5,1.31,1.465,1.31,0.0,2.5,4.25,0.0,0.0,0.0,0.25,0.0,22.89,21.25,2.460000000000001,22.89,0.0,0.01718002983576225,43.87142539682538
mp-983586,27.0,89.0,14.0,78.0,44.25,30.25,14.0,170.668875,234.32,1687.0,1452.68,1141.83,453.75500000000005,1323.0,3.0,168.25,46.75,1.1,1.525,1.1,0.5,3.0,9.0,1.5,4.5,0.0,5.5,9.0,44.5125,33.675646551725,10.836853448275,44.5125,0.289875,0.04155227090461846,53.06758095238095
mp-867695,15.265306122448981,16.0,1.0,88.0,57.857142857142854,34.44897959183673,88.0,46.56885714285714,388.36,3695.0,3306.64,879.4028571428571,804.4563265306123,388.36,1.0,119.71428571428571,16.816326530612244,0.98,2.0914285714285716,2.58,2.2857142857142856,0.5714285714285714,6.571428571428571,0.979591836734694,0.8571428571428571,1.0,2.2857142857142856,2.0,25.786875,21.76916666665714,4.591666666677551,25.786875,1.0785306122448979,0.09361971932900728,20.494535714285718
mp-1025285,27.020408163265305,14.0,15.0,78.0,53.0,21.714285714285715,15.0,102.97538571428572,1071.0,3823.0,2752.0,2322.4285714285716,1078.204081632653,1071.0,3.0,144.0,38.285714285714285,1.12,1.77,1.12,0.8571428571428571,1.7142857142857142,8.857142857142858,1.9591836734693875,4.0,4.0,9.428571428571429,4.0,37.24,21.472857142857144,9.009795918367347,14.655,1.0379591836734696,0.04755534865019034,123.13154761904767
mp-7692,7.840000000000001,5.0,49.0,73.0,63.0,11.2,49.0,30.51914772,933.47,2348.0,1414.53,1997.8940000000002,425.7695999999998,2180.0,6.0,113.4,23.52,1.61,1.802,1.66,0.6,2.0,4.2,2.4,2.0,5.0,5.4,5.0,16.48,10.641,2.7748,7.1725,0.7315200000000001,0.009336802740211552,210.43445889724313
mp-11481,17.5,42.0,50.0,60.0,55.0,5.0,50.0,144.0885,2739.0,2896.0,157.0,2817.5,78.5,2739.0,6.0,147.5,6.5,2.16,2.18,2.16,0.0,6.0,14.5,0.0,4.0,3.0,4.5,3.0,15.69,14.95,0.7399999999999993,14.21,0.0,9.99800026663944e-05,316.2191952380954
mp-690785,14.71604938271605,1.0,2.0,92.0,68.77777777777777,30.962962962962965,92.0,27.45679761777778,14.01,2041.4,2027.39,318.5777777777778,406.0903703703704,14.01,1.0,72.66666666666667,55.55555555555556,0.93,1.9266666666666667,2.2,0.0,1.0,3.5555555555555554,0.0,0.1111111111111111,1.0,1.1111111111111112,1.0,29.2433333333,12.577407407399999,7.949876543199998,6.615,3.490222222222222,0.05186553875177251,37.755964285714306
mp-866008,9.0,66.0,31.0,76.0,50.75,19.75,31.0,159.312875,577.0,1685.0,1108.0,1295.4825,389.5175,1685.0,3.0,168.5,23.5,1.22,1.4975,1.22,0.25,5.0,15.5,1.875,0.0,1.0,3.5,4.0,31.24,26.43,5.05,31.24,0.0,0.02118588783747525,61.305300000000024
mp-567907,3.75,7.0,82.0,83.0,82.375,0.46875,82.0,20.36934825,63.05,317.3,254.25,158.39375,119.1796875,63.05,15.0,84.5,16.875,2.19,2.72125,3.04,3.0,0.0,5.0,0.0,0.0,3.0,3.0,3.0,22.5702380952,17.6943080357,3.656947544625,14.76875,2.255625,0.038730860007686434,112.57599962026269
mp-22253,13.061224489795919,16.0,69.0,88.0,81.57142857142857,7.346938775510204,88.0,60.467999999999996,388.36,692.68,304.31999999999994,443.65999999999997,71.14857142857139,388.36,12.0,118.0,14.857142857142858,1.65,2.218571428571429,2.58,2.5714285714285716,4.285714285714286,8.857142857142858,1.3877551020408165,0.0,0.0,2.5714285714285716,2.0,25.786875,23.66107142857143,2.7717346938775504,25.786875,1.0785306122448979,0.040185015009420295,38.3533396825397
mp-2706,13.12,9.0,80.0,93.0,90.4,4.159999999999997,93.0,38.94072256,53.5,505.08,451.58,143.81599999999997,144.5056,53.5,14.0,73.4,26.240000000000002,1.96,3.5759999999999996,3.98,4.4,2.0,8.4,0.9600000000000002,0.0,1.0,1.6,1.0,33.285,14.422999999999998,7.544799999999998,9.7075,0.6304,0.10231057880288391,15.615357142857146
mp-1123,32.0,16.0,71.0,88.0,79.5,8.5,71.0,116.3275,234.32,388.36,154.04000000000002,311.34000000000003,77.02000000000001,234.32,12.0,118.5,13.5,2.0,2.29,2.0,2.0,5.0,16.0,1.0,0.0,0.0,1.0,0.0,25.786875,25.51223060345,0.2746443965499985,25.2375862069,1.101,0.020165170608370447,36.595330952380934
mp-976863,21.75,69.0,2.0,37.0,28.25,13.125,37.0,132.44809982,370.87,1818.0,1447.13,1456.2175,542.6737499999999,1818.0,1.0,184.0,9.0,0.93,1.17,1.25,0.0,0.0,11.5,0.0,0.0,1.0,1.0,1.0,29.78,29.645833333325,0.20125000001250015,29.78,0.0,0.004739080949663639,37.98969047619052
mp-567589,19.875,13.0,31.0,73.0,62.5,15.75,73.0,60.86115395,933.47,1685.0,751.53,1121.3525,281.82374999999996,933.47,3.0,138.75,26.625,1.22,1.5125,1.61,0.75,0.0,5.25,1.875,0.0,4.0,4.75,5.0,31.24,20.169999999999998,5.534999999999998,16.48,0.0,0.006995836243402033,72.03673809523802
mp-1025291,3.8367346938775504,34.0,43.0,89.0,70.42857142857143,21.224489795918366,89.0,78.50282285714285,494.0,2750.0,2256.0,1345.2857142857142,972.8979591836734,494.0,4.0,138.28571428571428,20.897959183673468,1.54,2.1342857142857143,2.55,2.2857142857142856,7.142857142857143,11.142857142857142,0.979591836734694,2.857142857142857,2.0,4.285714285714286,2.0,25.92,22.390000000000004,4.034285714285715,25.92,0.3913469387755102,0.05138923005462981,72.35806428571425
mp-961665,6.444444444444444,12.0,11.0,74.0,51.0,26.666666666666668,11.0,46.32797066666666,302.91,1814.0,1511.09,1013.3033333333333,533.7977777777777,302.91,2.0,144.33333333333334,17.111111111111114,1.31,1.4933333333333334,1.31,0.3333333333333333,3.6666666666666665,6.0,2.222222222222222,3.0,0.0,4.666666666666667,0.0,22.89,21.3275,1.6466666666666658,18.8575,0.0,0.012286294450667718,68.71666190476189
mp-109,0.0,14.0,78.0,78.0,78.0,0.0,78.0,28.0855,1687.0,1687.0,0.0,1687.0,0.0,1687.0,14.0,111.0,0.0,1.9,1.9,1.9,2.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,20.44,20.44,0.0,20.44,0.0,0.0,87.29351615051633
mp-5999,14.677685950413222,8.0,23.0,88.0,67.54545454545455,25.123966942148762,87.0,49.143727272727276,54.8,1941.0,1886.2,692.9745454545455,690.927603305785,54.8,3.0,114.18181818181819,47.14049586776859,1.17,2.5254545454545454,3.44,2.5454545454545454,0.36363636363636365,6.0,0.9256198347107438,1.4545454545454546,2.0,4.181818181818182,2.0,33.23,17.903522727272726,8.439938016528924,9.105,0.6551404958677686,0.14482577373223024,131.08745476190484
mp-975043,6.375,37.0,4.0,7.0,4.75,1.125,4.0,74.12035,312.46,1115.0,802.54,513.095,300.95250000000004,312.46,1.0,209.0,16.5,0.82,0.865,0.82,0.0,0.0,1.25,0.0,0.0,0.0,0.75,1.0,90.7225,77.484375,19.857187499999995,90.7225,0.0,0.001512615636455411,8.66953333333333
